normal_image src,hover_image src,lazy_href,lazy_href href,part_number 2,title,key_details,key_details 2,key_details 3,key_details 4,key_details 5,key_details 6,final-price,text 2,text 3,text 4,price_guarantee,compareDefault,compareAdd,bv_main_container href,bv_stars_svg_no_wrap href,bv_text,bv_text 2,key_details 7,key_details 8,key_details 9,key_details 10,key_details 11,key_details 12,key_details 13,key_details 14,key_details 15,key_details 17,key_details 18
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTgxNjN8aW1hZ2UvanBlZ3xoNjgvaDE4LzEyNjY0NjU5MjE0MzY2LmpwZ3w3NjQzNjQzYzBiOGYwZWI0ZDc2NTdlZDQ5YWYyYWMzZTE1MjM3MTJiMzJkZTM1MmRiNjc3NjVkOTAxMTk4ZjYz/10F7FC42-9AC2-4488-9B7D-3B9E4E618515.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTgxNjN8aW1hZ2UvanBlZ3xoNjgvaDE4LzEyNjY0NjU5MjE0MzY2LmpwZ3w3NjQzNjQzYzBiOGYwZWI0ZDc2NTdlZDQ5YWYyYWMzZTE1MjM3MTJiMzJkZTM1MmRiNjc3NjVkOTAxMTk4ZjYz/10F7FC42-9AC2-4488-9B7D-3B9E4E618515.jpg,ROCCAT Magma - keyboard - semi-transparent,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78019088,78019088,Key Details,"5-zone, 10-LED 16,8m color RGBA backlighting",Semi-transparent top plate,Solid and responsive typing with silent membrane keys,Advanced anti-ghosting technology,AIMO lighting engine,Detachable palm rest,$44.99,Earn Triple Rewards,$4,=,Price Match Guarantee,Compare,Added!,,,,,ROCCAT Easy-Shift[+] button duplicator,"5-zone, 10-LED 16,8m color RGBA backlighting",Semi-transparent top plate,Solid and responsive typing with silent membrane keys,Advanced anti-ghosting technology,AIMO lighting engine,Detachable palm rest,ROCCAT Easy-Shift[+] button duplicator,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE2NDB8aW1hZ2UvanBlZ3xoMWEvaGIxLzExNzIzNzE3MjE0MjM4LmpwZ3xiNTNmZWZkMDc5YWU1ZTNkMDNiMzUxMDlmMjcwNTQ2MjIxZmRjMzcwNTAyNDk4MGFlNDkwYWFiMGM3ZWIyZjg1/9758EE22-2AC2-4101-95F8-F09F83B4A021.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE2NDB8aW1hZ2UvanBlZ3xoMWEvaGIxLzExNzIzNzE3MjE0MjM4LmpwZ3xiNTNmZWZkMDc5YWU1ZTNkMDNiMzUxMDlmMjcwNTQ2MjIxZmRjMzcwNTAyNDk4MGFlNDkwYWFiMGM3ZWIyZjg1/9758EE22-2AC2-4101-95F8-F09F83B4A021.jpg,Wicked Audio Rangr - true wireless earphones with mic,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Earbuds/78017294,78017294,,,,,,,,$49.99,Earn,$1,in Rewards,Price Match Guarantee,Compare,Added!,,,,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8Nzk0MHxpbWFnZS9qcGVnfGg5Yy9oYjkvMTE2MDEzMzM4Nzg4MTQuanBnfGFlZjI5NWU0MDgxNzI3NzcwNDY5ODhlMzIxM2UwOWU3ZDE1ODk1ODA0NjQ1ZjYyYWVjZjYyOWVjOGNmODhmYjU/7D318542-F939-44FF-A13E-B724075B9962.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8Nzk0MHxpbWFnZS9qcGVnfGg5Yy9oYjkvMTE2MDEzMzM4Nzg4MTQuanBnfGFlZjI5NWU0MDgxNzI3NzcwNDY5ODhlMzIxM2UwOWU3ZDE1ODk1ODA0NjQ1ZjYyYWVjZjYyOWVjOGNmODhmYjU/7D318542-F939-44FF-A13E-B724075B9962.jpg,Turtle Beach Recon Spark Gaming Headset,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78012350,78012350,Key Details,Flip-up mic,Glasses friendly,Metal-reinforced headband,High-quality speakers,Memory foam ear cushions,Onboard volume controls,$49.95,Earn Triple Rewards,$4,=,Price Match Guarantee,Compare,Added!,,,,,Flip-up mic,Glasses friendly,Metal-reinforced headband,High-quality speakers,Memory foam ear cushions,Onboard volume controls,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTU0OHxpbWFnZS9qcGVnfGg5MS9oNDIvMTE2MDgxODgzODczNTguanBnfDU2ODJhZTQyNzU3YjViMGZiNWRkOTViZjc0MDYyMzA0ZDViZTYzZTk3MzRiYmE5ZDgxODFiOTUxNTAwMTg0OWE/B045B82C-ED5A-4399-87F2-B120F254D388.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTU0OHxpbWFnZS9qcGVnfGg5MS9oNDIvMTE2MDgxODgzODczNTguanBnfDU2ODJhZTQyNzU3YjViMGZiNWRkOTViZjc0MDYyMzA0ZDViZTYzZTk3MzRiYmE5ZDgxODFiOTUxNTAwMTg0OWE/B045B82C-ED5A-4399-87F2-B120F254D388.jpg,Razer Kraken X - headset,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78012290,78012290,Key Details,Surround sound,Ultra-light,Oval ear cushions and adjustable headband slider,Bendable cardioid microphone,Custom-tuned 40mm drivers,3.5mm connection,$49.99,Earn Triple Rewards,$4,=,Price Match Guarantee,Compare,Added!,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78012290,[object Object],4.9,(7),Surround sound,Ultra-light,Oval ear cushions and adjustable headband slider,Bendable cardioid microphone,Custom-tuned 40mm drivers,3.5mm connection,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTIyMDZ8aW1hZ2UvanBlZ3xoNjUvaDA4LzExNjAwNDQwNDkyMDYyLmpwZ3xkOGU3ODJiMGJmOTRkMDMxMjUwNmQ1Y2JhNDgyZWRjZGU4NjEzZTkzZGNlMWM4NTQyNGY0MWRmY2Y1NDQxYmMw/A7D92C6B-3944-4FBA-9DFB-C44ADA609A90.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTIyMDZ8aW1hZ2UvanBlZ3xoNjUvaDA4LzExNjAwNDQwNDkyMDYyLmpwZ3xkOGU3ODJiMGJmOTRkMDMxMjUwNmQ1Y2JhNDgyZWRjZGU4NjEzZTkzZGNlMWM4NTQyNGY0MWRmY2Y1NDQxYmMw/A7D92C6B-3944-4FBA-9DFB-C44ADA609A90.jpg,Skullcandy Sesh Evo - true wireless earphones with mic,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Earbuds/78015904,78015904,Key Details,True wireless via Bluetooth,Easy to connect,"Sweat, water, and dust resistant","Call, track, and volume control","Music, movie, and podcast EQ modes",,$49.99,Earn,$1,in Rewards,Price Match Guarantee,Compare,Added!,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Earbuds/78015904,[object Object],3.5,(1439),True wireless via Bluetooth,Easy to connect,"Sweat, water, and dust resistant","Call, track, and volume control","Music, movie, and podcast EQ modes",,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzM3NXxpbWFnZS9qcGVnfGhkMi9oMjMvMTE3MjUwMjQyNjQyMjIuanBnfGVjNjI2Njg1NTU5NzczODAzMThjYmI5ZjM4OTk0YzhkZTdlNDZjN2RjZjBmZGMyOWVmNTIzZTNjMGFlYjUxMzY/C0765F1E-C1A8-4D5E-AEB8-1003BD04AD05.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzM3NXxpbWFnZS9qcGVnfGhkMi9oMjMvMTE3MjUwMjQyNjQyMjIuanBnfGVjNjI2Njg1NTU5NzczODAzMThjYmI5ZjM4OTk0YzhkZTdlNDZjN2RjZjBmZGMyOWVmNTIzZTNjMGFlYjUxMzY/C0765F1E-C1A8-4D5E-AEB8-1003BD04AD05.jpg,Wicked Audio Raider - earphones with mic,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headphones/78011524,78011524,Key Details,Wireless Bluetooth,"Noise isolating to help you focus on what's important, your tunes",Mic and track control,Hands free,Wide range,High fidelity,$49.99,Earn,$1,in Rewards,Price Match Guarantee,Compare,Added!,,,,,Wireless Bluetooth,"Noise isolating to help you focus on what's important, your tunes",Mic and track control,Hands free,Wide range,High fidelity,Enhanced bass,Rechargeable battery,Security with triple battery protection,Enhanced bass,Rechargeable battery
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTU1MXxpbWFnZS9qcGVnfGhmMy9oNzQvMTE2OTQxODMxNTM2OTQuanBnfGIwZWYwZDEwYjAwODVmYWE5M2FiM2IyODU1MTg3YzRiZjNkNzc3YzljZWJhYzBjNTM4NjVhOTk5Y2QwOGQzYjE/009C5EA1-81CE-46A5-8668-A18B20E2AB6D.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTU1MXxpbWFnZS9qcGVnfGhmMy9oNzQvMTE2OTQxODMxNTM2OTQuanBnfGIwZWYwZDEwYjAwODVmYWE5M2FiM2IyODU1MTg3YzRiZjNkNzc3YzljZWJhYzBjNTM4NjVhOTk5Y2QwOGQzYjE/009C5EA1-81CE-46A5-8668-A18B20E2AB6D.jpg,Wicked Audio Grid Legion 800 - headset,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78017291,78017291,,,,,,,,$59.99,Earn Triple Rewards,$5,=,Price Match Guarantee,Compare,Added!,,,,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTg2M3xpbWFnZS9qcGVnfGgxZS9oNTMvMTE2MDgyNTg2NzQ3MTguanBnfGQ4ZjU3ZjBjYWU0N2IyZTI1NmE5OWIwNTE4NWI4NTlkMTk0YzFkZGY4ZDNhZDczODIzMDU0MGEzNmFhYzkwMjU/CB4D50EB-6CEF-4410-B157-6A38FC5C5462.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTg2M3xpbWFnZS9qcGVnfGgxZS9oNTMvMTE2MDgyNTg2NzQ3MTguanBnfGQ4ZjU3ZjBjYWU0N2IyZTI1NmE5OWIwNTE4NWI4NTlkMTk0YzFkZGY4ZDNhZDczODIzMDU0MGEzNmFhYzkwMjU/CB4D50EB-6CEF-4410-B157-6A38FC5C5462.jpg,Turtle Beach RECON 200 Gaming Headset - White,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78012345,78012345,Key Details,Flip-up mic,Variable Mic Monitoring,Powerful amplified audio,Bass Boost,Metal-reinforced headband,High-quality 40mm speakers,$59.95,Earn Triple Rewards,$5,=,Price Match Guarantee,Compare,Added!,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78012345,[object Object],4.7,(37),Flip-up mic,Variable Mic Monitoring,Powerful amplified audio,Bass Boost,Metal-reinforced headband,High-quality 40mm speakers,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTAxMjJ8aW1hZ2UvanBlZ3xoYjEvaGU0LzExNjAwNTI5NjUzNzkwLmpwZ3w0ZjAxZDk5ZWQwOGFmOGI2Y2JkYTk5ZThmYzViZWIyMzM1ZWE2NzY4ZGFlYWVjOTkyNzExODBiZDg5NTMwYzQ2/4889C923-1DA1-42ED-9AA1-B86C51ED94E8.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTAxMjJ8aW1hZ2UvanBlZ3xoYjEvaGU0LzExNjAwNTI5NjUzNzkwLmpwZ3w0ZjAxZDk5ZWQwOGFmOGI2Y2JkYTk5ZThmYzViZWIyMzM1ZWE2NzY4ZGFlYWVjOTkyNzExODBiZDg5NTMwYzQ2/4889C923-1DA1-42ED-9AA1-B86C51ED94E8.jpg,Skullcandy Indy Evo - true wireless earphones with mic,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Earbuds/78015900,78015900,Key Details,Enhanced fit and size,"Call, track, and volume control",Activate assistant,Touch controls,Use either bud solo,"Music, movie, and podcast EQ modes",$69.99,Earn,$2,in Rewards,Price Match Guarantee,Compare,Added!,,,,,Enhanced fit and size,"Call, track, and volume control",Activate assistant,Touch controls,Use either bud solo,"Music, movie, and podcast EQ modes",Ambient listening mode,USB-C charging cable,,Ambient listening mode,USB-C charging cable
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTAwMjJ8aW1hZ2UvanBlZ3xoZWYvaDQxLzExNjA3OTc0MDg0NjM4LmpwZ3wzZjcyMGVkOTk4OTExMWQwYTFmOTI1YTY1MTFlMDNmNWNlNTE2NDI3MTc1MDM1NjdmZDVjNTJmNmM1ODg1MjUx/0A17ABF2-5F6A-4027-B5C9-761CF3BB34F9.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTAwMjJ8aW1hZ2UvanBlZ3xoZWYvaDQxLzExNjA3OTc0MDg0NjM4LmpwZ3wzZjcyMGVkOTk4OTExMWQwYTFmOTI1YTY1MTFlMDNmNWNlNTE2NDI3MTc1MDM1NjdmZDVjNTJmNmM1ODg1MjUx/0A17ABF2-5F6A-4027-B5C9-761CF3BB34F9.jpg,Skullcandy Indy Evo - true wireless earphones with mic,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Earbuds/78015901,78015901,Key Details,Enhanced fit and size,"Call, track, and volume control",Activate assistant,Touch controls,Use either bud solo,"Music, movie, and podcast EQ modes",$69.99,Earn,$2,in Rewards,Price Match Guarantee,Compare,Added!,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Earbuds/78015901,[object Object],3.5,(552),Enhanced fit and size,"Call, track, and volume control",Activate assistant,Touch controls,Use either bud solo,"Music, movie, and podcast EQ modes",Ambient listening mode,USB-C charging cable,,Ambient listening mode,USB-C charging cable
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTcyN3xpbWFnZS9qcGVnfGg3Yy9oYjYvMTE2MDc2MjMzMzU5NjYuanBnfDc4OTI5Njc5NTBiNjgwOWQzOGY3OWQ5NWU2Nzk1YzUzMTBkMzQ2MWUxZjRmZGU5OTBhMmUxYTFiMTc0ODg2NjQ/D45969B7-B411-4966-AD54-C95880C3C49A.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTcyN3xpbWFnZS9qcGVnfGg3Yy9oYjYvMTE2MDc2MjMzMzU5NjYuanBnfDc4OTI5Njc5NTBiNjgwOWQzOGY3OWQ5NWU2Nzk1YzUzMTBkMzQ2MWUxZjRmZGU5OTBhMmUxYTFiMTc0ODg2NjQ/D45969B7-B411-4966-AD54-C95880C3C49A.jpg,LIFECHAT LX 6000 FOR BUSN,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78011313,78011313,Key Details,Clear stereo sound,Noise canceling microphone,Plug-and-Play simplicity,All day comfort,,,$69.95,Earn,$2,in Rewards,Price Match Guarantee,Compare,Added!,,,,,,Clear stereo sound,Noise canceling microphone,Plug-and-Play simplicity,All day comfort,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTM1OTF8aW1hZ2UvanBlZ3xoNmYvaDM3LzExNjA4MjAwMzE0OTEwLmpwZ3xhYzRmOTgyZWE5YWQ4ZWJkM2M1M2ViMjE5OTViYWMxZGQ5Yjk1MmY3MjQ5YTU2NTViNDBmODM0NzA1ZjRhZjcz/C42B6FF4-3F42-4508-9A58-52930A09AF29.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTM1OTF8aW1hZ2UvanBlZ3xoNmYvaDM3LzExNjA4MjAwMzE0OTEwLmpwZ3xhYzRmOTgyZWE5YWQ4ZWJkM2M1M2ViMjE5OTViYWMxZGQ5Yjk1MmY3MjQ5YTU2NTViNDBmODM0NzA1ZjRhZjcz/C42B6FF4-3F42-4508-9A58-52930A09AF29.jpg,Razer Kraken - headset,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78012288,78012288,Key Details,Perfectly tuned drivers,Cooling gel-infused ear cushions,Retractable unidirectional microphone,Hidden indented eyewear channels,Bauxite aluminum frame with thicker headband padding,3.5mm audio cable with in-line controls,$79.99,Earn Triple Rewards,$7,=,Price Match Guarantee,Compare,Added!,,,,,Perfectly tuned drivers,Cooling gel-infused ear cushions,Retractable unidirectional microphone,Hidden indented eyewear channels,Bauxite aluminum frame with thicker headband padding,3.5mm audio cable with in-line controls,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTA4MjN8aW1hZ2UvanBlZ3xoOGMvaDhlLzExNjAwMjY1MDE5NDIyLmpwZ3wyN2Y3Nzc3MDNlMTg3OGNhNzIzNDNlZTg0MTBiYTY4MTkwYTk1ZmYyMmQ1YTVhOGYzYzkxNzY5M2MzNzU3NzIx/A33E6DB4-0FC2-477D-AE4D-6ED4A4793BBA.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTA4MjN8aW1hZ2UvanBlZ3xoOGMvaDhlLzExNjAwMjY1MDE5NDIyLmpwZ3wyN2Y3Nzc3MDNlMTg3OGNhNzIzNDNlZTg0MTBiYTY4MTkwYTk1ZmYyMmQ1YTVhOGYzYzkxNzY5M2MzNzU3NzIx/A33E6DB4-0FC2-477D-AE4D-6ED4A4793BBA.jpg,Philips UpBeat TAT3215WT - true wireless earphones with mic,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Earbuds/78017127,78017127,Key Details,Smart pairing: automatically find your Bluetooth device,Built-in mic with echo cancellation for clear audio,Easily wake your phone's voice assistant,Multi-function button: easily control music and calls,"Rubber ear-tip covers in small, medium and large","Secure, comfortable fit",$89.99,Earn,$2,in Rewards,Price Match Guarantee,Compare,Added!,,,,,Smart pairing: automatically find your Bluetooth device,Built-in mic with echo cancellation for clear audio,Easily wake your phone's voice assistant,Multi-function button: easily control music and calls,"Rubber ear-tip covers in small, medium and large","Secure, comfortable fit",Soft wing tips for a secure fit and a tighter in-ear seal,"6mm neodymium drivers: clear sound, punchy bass",IPX4 splash- and sweat-resistant,Soft wing tips for a secure fit and a tighter in-ear seal,"6mm neodymium drivers: clear sound, punchy bass"
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjA1OXxpbWFnZS9qcGVnfGg2NS9oZTQvMTE2MDAxMzE0NTcwNTQuanBnfDU5MGY3MTNhMDhiNmM5Yjg5ZjYxY2FiODhkMzA2NDQyZTI2ODIxMmFlNTZlZGZhMzcxYjJiOTk5MDFhZTg2YmE/7B97CF6A-CEDC-49F1-856E-845570625DB3.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjA1OXxpbWFnZS9qcGVnfGg2NS9oZTQvMTE2MDAxMzE0NTcwNTQuanBnfDU5MGY3MTNhMDhiNmM5Yjg5ZjYxY2FiODhkMzA2NDQyZTI2ODIxMmFlNTZlZGZhMzcxYjJiOTk5MDFhZTg2YmE/7B97CF6A-CEDC-49F1-856E-845570625DB3.jpg,Philips HTL1508 - sound bar - for home theater - wireless,https://www.lenovo.com/us/en/p/accessories-and-software/audio/speakers/78017132,78017132,Key Details,Powerful sound for your TV,Audio-in to enjoy music from iPod/iPhone/MP3 player,Bluetooth wireless music streaming from your music devices,Low-rise profile for the perfect fit in front of your TV,,,$99.00,Earn,$2,in Rewards,Price Match Guarantee,Compare,Added!,,,,,Powerful sound for your TV,Audio-in to enjoy music from iPod/iPhone/MP3 player,Bluetooth wireless music streaming from your music devices,Low-rise profile for the perfect fit in front of your TV,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE0NDF8aW1hZ2UvanBlZ3xoNmEvaDBlLzExNjAxMjQ1NzMyODk0LmpwZ3wzZTA0ZjcyNTc2NWYyNWViZTE1ODVmOGFhNGVjNDRkZmNjYzcyM2M2MDhhZTVjYWMxNTMyYmZkNzkxZDVlY2I2/51834319-3287-4A96-852F-1EA0B74466A7.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTE0NDF8aW1hZ2UvanBlZ3xoNmEvaDBlLzExNjAxMjQ1NzMyODk0LmpwZ3wzZTA0ZjcyNTc2NWYyNWViZTE1ODVmOGFhNGVjNDRkZmNjYzcyM2M2MDhhZTVjYWMxNTMyYmZkNzkxZDVlY2I2/51834319-3287-4A96-852F-1EA0B74466A7.jpg,Philips UpBeat SHB2515BK - true wireless earphones with mic,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Earbuds/78017116,78017116,Key Details,Soft rubberized wing tips,6 mm neodymium acoustic drivers,Smart pairing,Multi-function button,Built-in mic with echo cancellation for clear audio,,$99.99,Earn,$3,in Rewards,Price Match Guarantee,Compare,Added!,,,,,Soft rubberized wing tips,6 mm neodymium acoustic drivers,Smart pairing,Multi-function button,Built-in mic with echo cancellation for clear audio,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTU3NHxpbWFnZS9qcGVnfGhjNi9oODUvMTE3MjM2NjM2MDU3OTAuanBnfGVkZmUyY2YzYmZiM2I5MWNkNzJmZjA4Mjc0MjYwMjFjOWMxZDgyNmM2ZmJiODEwYjI3MzQ2ZTJlNjkwYTc1ZDY/27CE4C6B-D0C2-402F-9736-E3279B346C9B.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTU3NHxpbWFnZS9qcGVnfGhjNi9oODUvMTE3MjM2NjM2MDU3OTAuanBnfGVkZmUyY2YzYmZiM2I5MWNkNzJmZjA4Mjc0MjYwMjFjOWMxZDgyNmM2ZmJiODEwYjI3MzQ2ZTJlNjkwYTc1ZDY/27CE4C6B-D0C2-402F-9736-E3279B346C9B.jpg,Philips UpBeat SHB2515WT - true wireless earphones with mic,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Earbuds/78017117,78017117,Key Details,"Great sound, punchy bass",Get up to 100 hours play time or talk time with the case,Portable charging case with built-in 3350 mAH power bank,USB port on charging case - charge your phone on the go,Mono mode for when you want to leave one ear free,Oval acoustic tube - comfort and passive noise isolation,$99.99,Earn,$3,in Rewards,Price Match Guarantee,Compare,Added!,,,,,"Great sound, punchy bass",Get up to 100 hours play time or talk time with the case,Portable charging case with built-in 3350 mAH power bank,USB port on charging case - charge your phone on the go,Mono mode for when you want to leave one ear free,Oval acoustic tube - comfort and passive noise isolation,Soft rubberized wing tips - secure and comfortable,"Ear-tip covers in small, medium, and large-for a perfect fit",Built-in mic with echo cancellation for clear audio,Soft rubberized wing tips - secure and comfortable,"Ear-tip covers in small, medium, and large-for a perfect fit"
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8ODgzN3xpbWFnZS9qcGVnfGg4NC9oYTkvMTE2MDAyNzk5OTQzOTguanBnfDU2MDE3NWVhNzg5ZTFmOWNmYzk5ODBiNjI0NDcwN2RmMWNlOGQ3NWNiZjBmNWI5YzI1ZmVjNTdkMWMxNTVjNDA/C295EE55-53EE-4990-92A0-E3E66802B4B0.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8ODgzN3xpbWFnZS9qcGVnfGg4NC9oYTkvMTE2MDAyNzk5OTQzOTguanBnfDU2MDE3NWVhNzg5ZTFmOWNmYzk5ODBiNjI0NDcwN2RmMWNlOGQ3NWNiZjBmNWI5YzI1ZmVjNTdkMWMxNTVjNDA/C295EE55-53EE-4990-92A0-E3E66802B4B0.jpg,Wicked Audio Syver - true wireless earphones,https://www.lenovo.com/us/en/p/accessories-and-software/audio/Audio_Earbuds/78015051,78015051,Key Details,2-in-1 the Bluetooth speaker houses the true wireless earbuds and doubles as the charging case,"Easy pairing straightforward, no-nonsense device pairing in one easy step","IP65 waterproof, so you can party poolside","Naturally angled earbuds sit comfortably in your ears so you can feel the music, not your buds","High fidelity, enhanced bass and noise isolation for that front-row VIP sound",,$99.99,Earn,$3,in Rewards,Price Match Guarantee,Compare,Added!,,,,,2-in-1 the Bluetooth speaker houses the true wireless earbuds and doubles as the charging case,"Easy pairing straightforward, no-nonsense device pairing in one easy step","IP65 waterproof, so you can party poolside","Naturally angled earbuds sit comfortably in your ears so you can feel the music, not your buds","High fidelity, enhanced bass and noise isolation for that front-row VIP sound",,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTAxOTZ8aW1hZ2UvanBlZ3xoNTYvaDQ4LzExNzI0MzMzNzQ0MTU4LmpwZ3xmMGYzMGNhYTUwMWU2NWU4YmY3NDQ2ZGFiZWRlNzdhOGFlZTIwYzZiOWNiOWQyZjAwMWQ4ODViNzI3OGEzMTNk/F00EEAD8-5431-4600-BC49-4B592EAB008B.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTAxOTZ8aW1hZ2UvanBlZ3xoNTYvaDQ4LzExNzI0MzMzNzQ0MTU4LmpwZ3xmMGYzMGNhYTUwMWU2NWU4YmY3NDQ2ZGFiZWRlNzdhOGFlZTIwYzZiOWNiOWQyZjAwMWQ4ODViNzI3OGEzMTNk/F00EEAD8-5431-4600-BC49-4B592EAB008B.jpg,Turtle Beach Stealth 600 Gen 2 - headset,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78015650,78015650,Key Details,Wireless connection,Gen 2 flip-to-mute mic,Robust construction,Pinpoint audio accuracy,"Better fit, bigger sound","Powerful, amplified audio",$99.95,Earn Triple Rewards,$8,=,Price Match Guarantee,Compare,Added!,https://www.lenovo.com/us/en/p/accessories-and-software/audio/headsets/78015650,[object Object],4.7,(30),Wireless connection,Gen 2 flip-to-mute mic,Robust construction,Pinpoint audio accuracy,"Better fit, bigger sound","Powerful, amplified audio",Glasses friendly,Superhuman Hearing,Variable mic monitoring,Glasses friendly,Superhuman Hearing
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTIyNTJ8aW1hZ2UvanBlZ3xoZTMvaGRmLzExNjAxMTk2Nzc3NTAyLmpwZ3wwNWQwM2ZhNmM2MzBmMjQwODUzZTkzOTczMzUzM2RmZmZhOTVkNTFmZDI3NTY0NWFiNjM5M2RlMDEzYjc1NzJl/6D1091F9-F70B-4EE9-847D-A806C1BB66AC.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTIyNTJ8aW1hZ2UvanBlZ3xoZTMvaGRmLzExNjAxMTk2Nzc3NTAyLmpwZ3wwNWQwM2ZhNmM2MzBmMjQwODUzZTkzOTczMzUzM2RmZmZhOTVkNTFmZDI3NTY0NWFiNjM5M2RlMDEzYjc1NzJl/6D1091F9-F70B-4EE9-847D-A806C1BB66AC.jpg,SOUNDTUBE XL BT IPX7 SPEAKER,https://www.lenovo.com/us/en/p/accessories-and-software/audio/speakers/78015694,78015694,Key Details,Bluetooth 4.2,Hands-Free Capabilities,7+ hours playing time,Waterproof IPX7,NFC,TWS stereo sound,$99.99,Earn,$3,in Rewards,Price Match Guarantee,Compare,Added!,,,,,Bluetooth 4.2,Hands-Free Capabilities,7+ hours playing time,Waterproof IPX7,NFC,TWS stereo sound,40W stereo sound with heavy bass and 70mm full range drivers for an immersive listening experience,"Stylish design meets dustproof and waterproof, making this the ideal portable speaker for on the go people","With Bluetooth 4.2, you get a longer playback time when compared to earlier versions of Bluetooth.",40W stereo sound with heavy bass and 70mm full range drivers for an immersive listening experience,"Stylish design meets dustproof and waterproof, making this the ideal portable speaker for on the go people"
